Word,Frequency,Letters_Number,Unique_Letters_number,Difference,Tokens_Number,Tokens_gpt4o-mini,GPT4o-mini_IFCorrect
conservation,26038344,12,10,2,2,cons ervation,0
pair,26036703,4,4,0,1,pair,1
ideal,26036289,5,5,0,1,ideal,1
specs,26029159,5,4,1,1,specs,0
recorded,26018548,8,5,3,2,record ed,0
don,26003672,3,3,0,1,don,1
pieces,26000545,6,5,1,1,pieces,0
finished,25994841,8,7,1,1,finished,0
parks,25974927,5,5,0,2,p arks,1
dinner,25974858,6,5,1,2,d inner,1
lawyers,25959552,7,7,0,2,law yers,1
sydney,25945245,6,5,1,2,sy dney,1
stress,25899885,6,4,2,1,stress,1
cream,25898758,5,5,0,1,cream,1
ss,25895791,2,1,1,1,ss,1
runs,25881512,4,4,0,1,runs,1
trends,25879894,6,6,0,2,t rends,0
yeah,25858426,4,4,0,1,yeah,1
discover,25852541,8,8,0,1,discover,1
sexo,25849932,4,4,0,1,sexo,1
ap,25843002,2,2,0,1,ap,1
patterns,25809816,8,7,1,1,patterns,1
boxes,25787744,5,5,0,1,boxes,1
louisiana,25779604,9,7,2,3,l ouis iana,1
hills,25770218,5,4,1,2,h ills,1
javascript,25766226,10,9,1,1,javascript,0
fourth,25763406,6,6,0,2,four th,1
nm,25750788,2,2,0,1,nm,1
advisor,25719984,7,7,0,1,advisor,1
mn,25715757,2,2,0,1,mn,1
marketplace,25710584,11,9,2,2,market place,0
nd,25707693,2,2,0,1,nd,1
evil,25704669,4,4,0,1,evil,1
aware,25700328,5,4,1,1,aware,1
wilson,25698434,6,6,0,2,wil son,1
shape,25675227,5,5,0,1,shape,1
evolution,25667092,9,8,1,2,ev olution,1
irish,25658075,5,4,1,2,ir ish,0
certificates,25635619,12,8,4,2,cert ificates,0
objectives,25630605,10,9,1,2,object ives,0
stations,25600569,8,6,2,1,stations,0
suggested,25574902,9,6,3,2,s uggested,0
gps,25572809,3,3,0,1,gps,1
op,25572791,2,2,0,1,op,1
remains,25560925,7,7,0,2,rem ains,1
acc,25554700,3,2,1,1,acc,1
greatest,25547808,8,6,2,2,g reatest,0
firms,25497302,5,5,0,2,f irms,1
concerned,25490395,9,6,3,3,con cern ed,0
euro,25474573,4,4,0,2,e uro,1
operator,25471127,8,6,2,1,operator,0
structures,25465091,10,6,4,1,structures,0
generic,25464768,7,6,1,1,generic,1
encyclopedia,25451297,12,10,2,3,ency c lopedia,0
usage,25440406,5,5,0,1,usage,1
cap,25436218,3,3,0,1,cap,1
ink,25435469,3,3,0,1,ink,1
charts,25433147,6,6,0,1,charts,1
continuing,25429464,10,7,3,2,contin uing,0
mixed,25395056,5,5,0,1,mixed,1
census,25385152,6,5,1,2,c ensus,1
interracial,25379892,11,8,3,3,int err acial,1
peak,25379630,4,4,0,1,peak,1
tn,25378331,2,2,0,1,tn,1
competitive,25352330,11,8,3,1,competitive,0
exist,25349128,5,5,0,1,exist,0
wheel,25342937,5,4,1,1,wheel,1
transit,25331545,7,6,1,2,trans it,1
dick,25327691,4,4,0,2,d ick,1
suppliers,25324458,9,7,2,2,sup pliers,0
salt,25320518,4,4,0,1,salt,1
compact,25317344,7,6,1,1,compact,0
poetry,25311298,6,6,0,2,po etry,1
lights,25301005,6,6,0,1,lights,1
tracking,25294352,8,8,0,1,tracking,0
angel,25294123,5,5,0,1,angel,1
bell,25283918,4,3,1,1,bell,1
keeping,25280309,7,6,1,1,keeping,1
preparation,25268975,11,8,3,2,pre paration,0
attempt,25251906,7,5,2,1,attempt,0
receiving,25243472,9,7,2,2,re ceiving,0
matches,25196889,7,7,0,1,matches,1
accordance,25194680,10,7,3,3,acc ord ance,0
width,25182453,5,5,0,1,width,1
noise,25171520,5,5,0,1,noise,1
engines,25166589,7,5,2,2,eng ines,1
forget,25162411,6,6,0,1,forget,1
array,25150016,5,3,2,1,array,0
discussed,25146245,9,6,3,2,disc ussed,0
accurate,25144477,8,6,2,2,accur ate,1
stephen,25139312,7,6,1,2,step hen,1
elizabeth,25128258,9,8,1,2,el izabeth,0
climate,25096136,7,7,0,1,climate,1
reservations,25091131,12,9,3,2,res ervations,1
pin,25080458,3,3,0,1,pin,1
playstation,25073147,11,9,2,2,play station,0
alcohol,25061615,7,5,2,2,al cohol,0
greek,25059132,5,4,1,2,g reek,0
instruction,25055716,11,8,3,1,instruction,0
managing,25054421,8,5,3,2,man aging,0
annotation,25046812,10,5,5,1,annotation,0
sister,25039506,6,5,1,2,s ister,1
raw,25014172,3,3,0,1,raw,1
differences,25000614,11,8,3,2,d ifferences,0
walking,24986228,7,7,0,1,walking,1
explain,24983915,7,7,0,1,explain,0
smaller,24982548,7,6,1,2,small er,0
newest,24970551,6,5,1,2,new est,0
establish,24965292,9,8,1,1,establish,0
gnu,24956702,3,3,0,1,gnu,1
happened,24951096,8,6,2,3,h app ened,0
expressed,24944268,9,6,3,2,express ed,0
jeff,24923108,4,3,1,2,je ff,1
extent,24917355,6,4,2,1,extent,0
sharp,24904199,5,5,0,1,sharp,1
lesbians,24903277,8,7,1,3,les b ians,1
ben,24884330,3,3,0,1,ben,1
lane,24880931,4,4,0,1,lane,1
paragraph,24855495,9,5,4,1,paragraph,0
kill,24850951,4,3,1,1,kill,1
mathematics,24809371,11,8,3,2,math ematics,1
aol,24798471,3,3,0,2,a ol,1
compensation,24789716,12,10,2,2,comp ensation,0
ce,24775497,2,2,0,1,ce,1
export,24762260,6,6,0,1,export,1
managers,24756816,8,7,1,2,man agers,0
aircraft,24745739,8,6,2,2,air craft,0
modules,24737533,7,7,0,1,modules,1
sweden,24717337,6,5,1,2,sw eden,1
conflict,24709103,8,7,1,2,conf lict,0
conducted,24705091,9,7,2,2,con ducted,1
versions,24705033,8,7,1,1,versions,0
employer,24681017,8,7,1,1,employer,1
occur,24679212,5,4,1,2,oc cur,0
percentage,24669212,10,8,2,1,percentage,0
knows,24640096,5,5,0,2,know s,1
mississippi,24629063,11,4,7,2,miss issippi,0
describe,24616555,8,7,1,1,describe,0
concern,24611878,7,5,2,2,con cern,0
backup,24603738,6,6,0,1,backup,1
requested,24572908,9,7,2,1,requested,0
citizens,24566687,8,7,1,2,cit izens,0
connecticut,24561468,11,7,4,2,connect icut,0
heritage,24558644,8,7,1,2,herit age,1
personals,24544854,9,8,1,2,person als,1
immediate,24530419,9,6,3,2,im mediate,0
holding,24523968,7,7,0,1,holding,1
trouble,24521102,7,7,0,2,tr ouble,1
spread,24520573,6,6,0,1,spread,1
coach,24514961,5,4,1,1,coach,0
kevin,24511652,5,5,0,2,ke vin,1
agricultural,24509113,12,8,4,3,ag ric ultural,0
expand,24483262,6,6,0,1,expand,1
supporting,24481347,10,9,1,2,support ing,0
audience,24472658,8,7,1,2,aud ience,1
assigned,24443469,8,7,1,1,assigned,1
jordan,24441266,6,6,0,2,j ordan,1
collections,24438396,11,8,3,1,collections,0
ages,24435858,4,4,0,1,ages,1
participate,24430552,11,7,4,3,part icip ate,0
plug,24429832,4,4,0,1,plug,1
specialist,24419338,10,8,2,2,special ist,0
cook,24412080,4,3,1,1,cook,1
affect,24406141,6,5,1,2,a ffect,1
virgin,24406134,6,5,1,2,vir gin,1
experienced,24404214,11,8,3,2,ex perienced,0
investigation,24399851,13,9,4,2,invest igation,0
raised,24397948,6,6,0,1,raised,1
hat,24383742,3,3,0,1,hat,1
institution,24373421,11,6,5,1,institution,0
directed,24347062,8,6,2,2,direct ed,0
dealers,24342319,7,6,1,2,deal ers,1
searching,24320613,9,9,0,2,search ing,0
sporting,24320042,8,8,0,2,sport ing,1
helping,24319316,7,7,0,2,help ing,1
perl,24308268,4,4,0,1,perl,1
affected,24301370,8,6,2,1,affected,0
lib,24291030,3,3,0,1,lib,1
bike,24286396,4,4,0,1,bike,1
totally,24276857,7,5,2,2,tot ally,0
plate,24275560,5,5,0,1,plate,1
expenses,24251012,8,5,3,1,expenses,0
indicate,24232402,8,7,1,2,ind icate,0
blonde,24231993,6,6,0,2,bl onde,1
ab,24218038,2,2,0,1,ab,1
proceedings,24214333,11,10,1,3,pro ceed ings,0
favourite,24206461,9,9,0,2,f avourite,0
transmission,24204527,12,8,4,2,trans mission,0
anderson,24194712,8,7,1,2,and erson,1
utc,24175406,3,3,0,1,utc,1
characteristics,24168882,15,8,7,2,character istics,0
der,24152797,3,3,0,1,der,1
lose,24136984,4,4,0,1,lose,1
organic,24136036,7,7,0,1,organic,1
seek,24135344,4,3,1,1,seek,1
experiences,24128488,11,8,3,2,ex periences,0
albums,24121031,6,6,0,1,albums,1
cheats,24106832,6,6,0,2,che ats,1
extremely,24102186,9,7,2,2,ext remely,0
verzeichnis,24102075,11,9,2,3,ver zeich nis,0
contracts,24095623,9,7,2,1,contracts,0
guests,24082514,6,5,1,2,guest s,1
hosted,24074706,6,6,0,2,host ed,1
diseases,24063325,8,5,3,3,d ise ases,0
concerning,24060603,10,7,3,3,con cern ing,0
developers,24060421,10,8,2,1,developers,0
equivalent,24050668,10,9,1,2,equ ivalent,0
chemistry,24049713,9,9,0,1,chemistry,1
tony,24047635,4,4,0,2,ton y,1
neighborhood,24047400,12,9,3,2,neighbor hood,0
nevada,24043648,6,5,1,2,nev ada,1
kits,24034484,4,4,0,1,kits,1
thailand,24031935,8,7,1,2,th ailand,1
variables,24020805,9,8,1,1,variables,0
agenda,24005891,6,5,1,1,agenda,1
anyway,24005157,6,4,2,2,any way,0
continues,24003655,9,8,1,2,contin ues,1
tracks,24002303,6,6,0,1,tracks,1
advisory,24000526,8,8,0,3,ad vis ory,1
cam,23995601,3,3,0,1,cam,1
curriculum,23992488,10,6,4,2,cur riculum,0
logic,23989892,5,5,0,1,logic,1
template,23980628,8,6,2,1,template,0
prince,23975036,6,6,0,2,pr ince,1
circle,23962760,6,5,1,1,circle,1
soil,23949346,4,4,0,2,so il,1
grants,23947774,6,6,0,2,gr ants,1
anywhere,23947583,8,7,1,2,any where,0
psychology,23936050,10,8,2,2,psych ology,0
responses,23920387,9,6,3,1,responses,0
atlantic,23920018,8,6,2,2,atl antic,0
wet,23918294,3,3,0,2,w et,1
circumstances,23915696,13,10,3,3,circ um stances,0
edward,23900979,6,5,1,2,ed ward,0
investor,23891261,8,8,0,2,invest or,1
identification,23879859,14,9,5,1,identification,0
ram,23864106,3,3,0,1,ram,1
leaving,23848479,7,7,0,2,le aving,1
wildlife,23847419,8,6,2,2,wild life,0
appliances,23847029,10,8,2,2,appl iances,0
matt,23843367,4,3,1,2,m att,1
elementary,23834221,10,8,2,2,element ary,0
cooking,23831058,7,6,1,2,co oking,1
speaking,23813045,8,8,0,2,spe aking,1
sponsors,23800242,8,5,3,2,s ponsors,0
fox,23795336,3,3,0,1,fox,1
unlimited,23794930,9,8,1,2,un limited,0
respond,23761645,7,7,0,1,respond,0
sizes,23751367,5,4,1,1,sizes,0
plain,23747230,5,5,0,1,plain,1
exit,23738883,4,4,0,1,exit,1
entered,23727218,7,5,2,1,entered,0
iran,23724874,4,4,0,1,iran,1
arm,23724057,3,3,0,1,arm,1
keys,23716024,4,4,0,1,keys,1
launch,23714910,6,6,0,1,launch,1
wave,23713001,4,4,0,1,wave,1
checking,23708784,8,7,1,1,checking,0
costa,23702154,5,5,0,2,cost a,1
belgium,23698217,7,7,0,2,bel gium,1
printable,23688775,9,9,0,2,print able,1
holy,23688276,4,4,0,2,h oly,1
acts,23687645,4,4,0,1,acts,1
guidance,23681851,8,8,0,2,guid ance,0
mesh,23650447,4,4,0,1,mesh,1
trail,23648838,5,5,0,1,trail,1
enforcement,23638612,11,8,3,2,en forcement,0
symbol,23631465,6,6,0,1,symbol,1
crafts,23627152,6,6,0,2,craft s,1
highway,23623260,7,6,1,2,high way,0
buddy,23611087,5,4,1,2,b uddy,1
hardcover,23596258,9,8,1,2,hard cover,0
observed,23595635,8,7,1,2,obs erved,0
dean,23583773,4,4,0,2,de an,1
setup,23534848,5,5,0,1,setup,1
poll,23522790,4,3,1,1,poll,1
booking,23522206,7,6,1,1,booking,1
glossary,23506998,8,7,1,3,g loss ary,0
fiscal,23506040,6,6,0,2,f iscal,1
celebrity,23500942,9,8,1,3,cele br ity,0
styles,23491617,6,5,1,1,styles,0
denver,23464662,6,5,1,2,den ver,1
unix,23461474,4,4,0,1,unix,1
filled,23448324,6,5,1,1,filled,1
bond,23448169,4,4,0,1,bond,1
channels,23426176,8,7,1,1,channels,1
ericsson,23419855,8,7,1,2,eric sson,0
appendix,23395734,8,7,1,2,append ix,1
notify,23388787,6,6,0,1,notify,1
blues,23387172,5,5,0,2,bl ues,1
chocolate,23379199,9,7,2,2,ch ocolate,0
pub,23372365,3,3,0,1,pub,1
portion,23356612,7,6,1,1,portion,0
scope,23349420,5,5,0,1,scope,1
hampshire,23342329,9,8,1,3,h amp shire,0
supplier,23337437,8,7,1,1,supplier,0
cables,23311631,6,6,0,2,c ables,1
cotton,23279423,6,4,2,2,c otton,1
bluetooth,23268426,9,7,2,2,bl uetooth,1
controlled,23265403,10,8,2,1,controlled,0
requirement,23258004,11,8,3,2,require ment,0
authorities,23252750,11,9,2,2,author ities,0
biology,23245252,7,6,1,1,biology,0
dental,23240707,6,6,0,2,d ental,1
killed,23240536,6,5,1,2,k illed,1
border,23234399,6,5,1,1,border,0
ancient,23226415,7,6,1,2,anc ient,1
debate,23211499,6,5,1,2,deb ate,1
representatives,23187953,15,9,6,2,represent atives,0
starts,23163739,6,4,2,1,starts,0
pregnancy,23152490,9,8,1,3,preg n ancy,0
causes,23150385,6,5,1,2,ca uses,0
arkansas,23135882,8,5,3,2,ark ansas,1
biography,23134870,9,9,0,2,bi ography,1
leisure,23133305,7,6,1,2,le isure,1
attractions,23129051,11,8,3,2,attr actions,0
learned,23121323,7,6,1,2,learn ed,1
transactions,23104294,12,8,4,1,transactions,0
notebook,23102539,8,6,2,2,note book,0
explorer,23095103,8,6,2,2,expl orer,0
historic,23081656,8,7,1,1,historic,0
attached,23079894,8,6,2,1,attached,1
opened,23076347,6,5,1,1,opened,1
tm,23069293,2,2,0,1,tm,1
husband,23064889,7,7,0,2,hus band,1
disabled,23056120,8,7,1,1,disabled,0
authorized,23045176,10,10,0,1,authorized,0
crazy,23032837,5,5,0,2,c razy,1
upcoming,23031383,8,8,0,2,up coming,1
britain,23030983,7,6,1,2,brit ain,1
concert,23023737,7,6,1,1,concert,0
retirement,23018726,10,6,4,2,ret irement,0
scores,23018016,6,5,1,1,scores,0
financing,23013544,9,6,3,2,fin ancing,0
efficiency,23005937,10,6,4,2,eff iciency,0
sp,23003713,2,2,0,1,sp,1
comedy,22993280,6,6,0,2,com edy,1
adopted,22972983,7,6,1,2,adopt ed,1
efficient,22963685,9,6,3,1,efficient,0
weblog,22961283,6,6,0,2,web log,1
linear,22944812,6,6,0,1,linear,0
commitment,22937360,10,7,3,2,commit ment,0
specialty,22932109,9,9,0,2,special ty,1
bears,22926868,5,5,0,2,b ears,1
jean,22925412,4,4,0,2,je an,1
hop,22924925,3,3,0,1,hop,1
carrier,22919197,7,5,2,1,carrier,0
edited,22917163,6,4,2,1,edited,0
constant,22910883,8,6,2,1,constant,1
visa,22903835,4,4,0,1,visa,1
mouth,22880351,5,5,0,1,mouth,1
jewish,22875236,6,6,0,2,j ewish,1
meter,22874915,5,4,1,1,meter,1
linked,22873620,6,6,0,1,linked,1
portland,22846763,8,8,0,2,port land,1
interviews,22841603,10,8,2,3,int erview s,0
concepts,22840348,8,7,1,2,con cepts,0
nh,22837222,2,2,0,1,nh,1
gun,22834049,3,3,0,1,gun,1
reflect,22829406,7,6,1,1,reflect,0
pure,22826920,4,4,0,1,pure,1
deliver,22807066,7,6,1,1,deliver,1
wonder,22806353,6,6,0,2,w onder,1
hell,22791884,4,3,1,1,hell,1
lessons,22779035,7,5,2,1,lessons,0
fruit,22767191,5,5,0,1,fruit,1
begins,22759868,6,6,0,2,beg ins,1
qualified,22754976,9,8,1,1,qualified,0
reform,22751438,6,5,1,2,re form,1
lens,22737367,4,4,0,2,l ens,1
alerts,22720439,6,6,0,1,alerts,1
treated,22718161,7,5,2,2,t reated,1
discovery,22709821,9,9,0,2,dis covery,1
draw,22705371,4,4,0,1,draw,1
mysql,22703527,5,5,0,1,mysql,1
classified,22697689,10,8,2,1,classified,0
relating,22696778,8,8,0,2,rel ating,1
assume,22679395,6,5,1,1,assume,0
confidence,22674777,10,7,3,1,confidence,0
alliance,22666723,8,6,2,2,all iance,0
fm,22665700,2,2,0,1,fm,1
confirm,22651501,7,7,0,1,confirm,0
warm,22645772,4,4,0,1,warm,1
neither,22640226,7,6,1,2,ne ither,1
lewis,22640158,5,5,0,2,le wis,1
howard,22626828,6,6,0,2,how ard,1
offline,22617007,7,6,1,1,offline,0
leaves,22612463,6,5,1,2,le aves,1
engineer,22607580,8,5,3,2,engine er,0
lifestyle,22607485,9,7,2,2,l ifestyle,0
consistent,22600601,10,7,3,1,consistent,0
replace,22592560,7,6,1,1,replace,0
clearance,22591565,9,6,3,2,clear ance,0
connections,22575698,11,7,4,1,connections,0
inventory,22559583,9,8,1,1,inventory,1
converter,22543742,9,7,2,1,converter,0
suck,22518606,4,4,0,2,s uck,1
organisation,22507728,12,8,4,1,organisation,0
babe,22489791,4,3,1,2,b abe,1
checks,22488512,6,5,1,1,checks,0
reached,22485293,7,6,1,2,re ached,1
becoming,22483164,8,8,0,2,bec oming,1
blowjob,22479544,7,5,2,3,bl ow job,0
safari,22479030,6,5,1,2,s afari,1
objective,22472623,9,8,1,1,objective,0
indicated,22471844,9,7,2,2,ind icated,0
sugar,22450333,5,5,0,2,s ugar,1
crew,22443877,4,4,0,1,crew,1
legs,22424518,4,4,0,1,legs,1
sam,22410798,3,3,0,1,sam,1
stick,22399126,5,5,0,1,stick,1
securities,22397133,10,7,3,2,se curities,0
allen,22368068,5,4,1,1,allen,1
pdt,22362104,3,3,0,2,p dt,1
relation,22355933,8,8,0,1,relation,0
enabled,22345126,7,6,1,1,enabled,1
genre,22344091,5,4,1,1,genre,1
slide,22339084,5,5,0,1,slide,1
montana,22338359,7,5,2,2,mont ana,1
volunteer,22336881,9,8,1,2,vol unteer,0
tested,22323205,6,4,2,1,tested,0
rear,22323038,4,3,1,1,rear,1
democratic,22316965,10,9,1,2,dem ocratic,0
enhance,22310420,7,5,2,2,enh ance,0
switzerland,22307018,11,11,0,2,sw itzerland,1
exact,22304937,5,5,0,1,exact,1
bound,22303643,5,5,0,1,bound,1
parameter,22300838,9,6,3,1,parameter,0
adapter,22290799,7,6,1,1,adapter,1
processor,22289617,9,6,3,1,processor,0
node,22285922,4,4,0,1,node,1
formal,22274656,6,6,0,2,form al,1
dimensions,22257949,10,7,3,1,dimensions,0
contribute,22255117,10,9,1,2,con tribute,0
lock,22253866,4,4,0,1,lock,1
hockey,22252453,6,6,0,2,h ockey,1
storm,22242164,5,5,0,1,storm,1
micro,22219932,5,5,0,1,micro,1
colleges,22202424,8,6,2,3,col leg es,0
laptops,22187279,7,6,1,2,l aptops,1
mile,22178748,4,4,0,1,mile,1
showed,22170303,6,6,0,2,show ed,1
challenges,22164268,10,8,2,2,ch allenges,0
editors,22144072,7,7,0,2,edit ors,1
mens,22136843,4,4,0,1,mens,1
threads,22123285,7,7,0,1,threads,0
bowl,22118861,4,4,0,2,b owl,1
supreme,22106270,7,6,1,2,sup reme,0
brothers,22101521,8,7,1,2,bro thers,1
recognition,22092586,11,8,3,2,rec ognition,0
presents,22092519,8,6,2,2,p resents,0
ref,22087203,3,3,0,1,ref,1
tank,22070512,4,4,0,1,tank,1
submission,22066279,10,7,3,1,submission,0
dolls,22065047,5,4,1,2,d olls,1
estimate,22033576,8,6,2,1,estimate,0
encourage,22019763,9,8,1,2,enc ourage,0
navy,22018379,4,4,0,2,nav y,1
kid,22011943,3,3,0,1,kid,1
regulatory,22011107,10,9,1,2,reg ulatory,1
inspection,21999457,10,8,2,1,inspection,0
consumers,21993010,9,8,1,2,consum ers,0
cancel,21985503,6,5,1,1,cancel,0
limits,21977149,6,5,1,1,limits,0
territory,21963698,9,6,3,2,territ ory,0
transaction,21962815,11,8,3,1,transaction,0
manchester,21943382,10,9,1,2,man chester,0
weapons,21937267,7,7,0,1,weapons,1
paint,21926890,5,5,0,1,paint,1
delay,21911190,5,5,0,1,delay,1
pilot,21909830,5,5,0,2,p ilot,1
outlet,21890990,6,5,1,2,out let,0
contributions,21879064,13,9,4,2,contrib utions,0
continuous,21872964,10,7,3,1,continuous,0
db,21860146,2,2,0,1,db,1
czech,21849930,5,4,1,2,c zech,0
resulting,21843487,9,9,0,2,result ing,0
cambridge,21835781,9,9,0,2,cam bridge,1
initiative,21828838,10,6,4,2,init iative,0
novel,21821189,5,5,0,2,nov el,1
pan,21810838,3,3,0,1,pan,1
execution,21809656,9,8,1,1,execution,1
disability,21802396,10,8,2,2,dis ability,0
increases,21799357,9,7,2,2,incre ases,1
ultra,21795075,5,5,0,2,ul tra,1
winner,21794180,6,5,1,1,winner,1
idaho,21791957,5,5,0,2,id aho,1
contractor,21783415,10,6,4,2,contract or,0
ph,21776313,2,2,0,1,ph,1
episode,21772999,7,6,1,1,episode,1
examination,21771412,11,8,3,2,ex amination,0
potter,21763070,6,5,1,2,pot ter,0
dish,21755859,4,4,0,1,dish,1
plays,21753930,5,5,0,1,plays,1
bulletin,21741926,8,7,1,2,bullet in,0
ia,21735285,2,2,0,1,ia,1
pt,21722139,2,2,0,1,pt,1
indicates,21718552,9,8,1,2,ind icates,0
modify,21716962,6,6,0,1,modify,1
oxford,21694927,6,5,1,2,ox ford,0
adam,21694386,4,3,1,1,adam,1
truly,21693553,5,5,0,2,tr uly,1
epinions,21682171,8,6,2,2,ep inions,0
painting,21673638,8,6,2,2,paint ing,0
committed,21662572,9,7,2,1,committed,1
extensive,21654082,9,7,2,2,ext ensive,0
affordable,21650006,10,8,2,2,aff ordable,0
universe,21643935,8,7,1,2,un iverse,1
candidate,21635540,9,7,2,1,candidate,0
databases,21617803,9,6,3,2,d atabases,0
patent,21612969,6,5,1,2,pat ent,1
slot,21602762,4,4,0,1,slot,1
psp,21591313,3,2,1,2,ps p,1
outstanding,21578895,11,9,2,2,out standing,0
ha,21577216,2,2,0,1,ha,1
eating,21565444,6,6,0,1,eating,1
perspective,21553761,11,8,3,2,pers pective,0
planned,21546767,7,6,1,2,pl anned,1
watching,21543474,8,8,0,2,watch ing,1
lodge,21541130,5,5,0,2,l odge,1
messenger,21540177,9,6,3,2,m essenger,0
mirror,21539161,6,4,2,1,mirror,0
tournament,21538542,10,8,2,1,tournament,1
consideration,21533734,13,10,3,2,consider ation,0
ds,21532272,2,2,0,1,ds,1
discounts,21528542,9,8,1,2,discount s,1
sterling,21518500,8,8,0,2,ster ling,1
sessions,21505885,8,5,3,1,sessions,0
kernel,21477662,6,5,1,1,kernel,1
boobs,21461250,5,3,2,2,bo obs,1
stocks,21451319,6,5,1,1,stocks,1
buyers,21450595,6,6,0,2,buy ers,1
journals,21443275,8,8,0,2,j ournals,1
gray,21424658,4,4,0,1,gray,1
catalogue,21424300,9,8,1,2,catalog ue,1
ea,21419982,2,2,0,1,ea,1
jennifer,21402386,8,6,2,2,j ennifer,0
antonio,21388530,7,5,2,2,anton io,1
charged,21377577,7,7,0,1,charged,1
broad,21370126,5,5,0,2,b road,1
taiwan,21364111,6,5,1,3,t ai wan,1
und,21348520,3,3,0,1,und,1
chosen,21345654,6,6,0,1,chosen,1
demo,21344258,4,4,0,1,demo,1
greece,21329720,6,4,2,2,gree ce,0
lg,21327926,2,2,0,1,lg,1
swiss,21324437,5,3,2,2,sw iss,1
sarah,21321998,5,4,1,2,s arah,1
clark,21305891,5,5,0,2,cl ark,1
labour,21288089,6,6,0,2,lab our,1
hate,21274675,4,4,0,2,h ate,1
terminal,21273172,8,8,0,1,terminal,1
publishers,21264743,10,9,1,2,publish ers,0
nights,21258662,6,6,0,2,n ights,1
behalf,21247820,6,6,0,2,beh alf,1
caribbean,21245213,9,7,2,2,car ibbean,0
liquid,21222253,6,5,1,1,liquid,0
rice,21184648,4,4,0,1,rice,1
nebraska,21172763,8,7,1,2,ne braska,1
loop,21172360,4,3,1,1,loop,0
salary,21156261,6,5,1,1,salary,1
reservation,21150948,11,9,2,1,reservation,1
foods,21150689,5,4,1,1,foods,0
gourmet,21148895,7,7,0,2,g ourmet,1
guard,21137924,5,5,0,1,guard,1
properly,21137573,8,6,2,2,proper ly,0
orleans,21126048,7,7,0,2,or leans,1
saving,21120835,6,6,0,1,saving,1
nfl,21120518,3,3,0,2,n fl,1
remaining,21111544,9,7,2,1,remaining,0
empire,21111416,6,5,1,2,emp ire,0
resume,21107737,6,5,1,1,resume,0
twenty,21104413,6,5,1,1,twenty,1
newly,21102330,5,5,0,2,new ly,1
raise,21099943,5,5,0,1,raise,1
prepare,21088422,7,4,3,1,prepare,0
avatar,21069571,6,4,2,1,avatar,0
gary,21068408,4,4,0,1,gary,1
depending,21054967,9,6,3,1,depending,0
illegal,21046606,7,5,2,1,illegal,1
expansion,21036273,9,8,1,2,exp ansion,1
vary,21031266,4,4,0,1,vary,1
hundreds,21028505,8,7,1,2,h undreds,0
rome,21023186,4,4,0,1,rome,1
arab,21018675,4,3,1,2,ar ab,1
lincoln,21010742,7,5,2,2,lin coln,0
helped,21000656,6,5,1,2,help ed,1
premier,20990322,7,5,2,3,pre m ier,0
tomorrow,20976724,8,5,3,2,tom orrow,0
purchased,20961092,9,9,0,2,p urchased,1
milk,20955909,4,4,0,2,m ilk,1
decide,20950675,6,4,2,2,dec ide,0
consent,20943616,7,6,1,2,cons ent,1
drama,20939845,5,4,1,2,d rama,0
visiting,20913930,8,6,2,2,vis iting,0
performing,20907433,10,9,1,2,perform ing,1
downtown,20904189,8,5,3,2,d owntown,1
keyboard,20886053,8,8,0,1,keyboard,1
contest,20857011,7,6,1,1,contest,1
collected,20848162,9,6,3,2,col lected,0
nw,20843736,2,2,0,1,nw,1
bands,20842378,5,5,0,1,bands,1
boot,20824944,4,3,1,1,boot,1
suitable,20824374,8,8,0,2,suit able,1
ff,20816662,2,1,1,1,ff,1
absolutely,20816571,10,9,1,2,abs olutely,0
millions,20807908,8,6,2,2,mill ions,0
lunch,20807419,5,5,0,2,l unch,1
dildo,20789655,5,4,1,2,d ildo,1
audit,20786243,5,5,0,1,audit,1
push,20775147,4,4,0,1,push,1
chamber,20769668,7,7,0,2,ch amber,1
guinea,20757599,6,6,0,2,gu inea,1
findings,20757470,8,6,2,2,find ings,0
muscle,20752802,6,6,0,2,mus cle,1
featuring,20737262,9,9,0,2,fe aturing,1
iso,20728145,3,3,0,1,iso,1
implement,20723680,9,7,2,1,implement,0
clicking,20719323,8,6,2,2,click ing,0
scheduled,20699522,9,7,2,1,scheduled,0
polls,20694349,5,4,1,2,poll s,0
typical,20693008,7,7,0,2,typ ical,1
tower,20686918,5,5,0,1,tower,1
yours,20672809,5,5,0,2,y ours,1
sum,20672326,3,3,0,1,sum,1
misc,20667432,4,4,0,1,misc,1
calculator,20664690,10,7,3,1,calculator,0
significantly,20660846,13,10,3,2,sign ificantly,0
chicken,20655046,7,6,1,2,ch icken,1
temporary,20652475,9,8,1,1,temporary,0
attend,20639654,6,5,1,1,attend,0
shower,20638340,6,6,0,2,sh ower,1
alan,20629981,4,3,1,1,alan,1
sending,20622624,7,6,1,1,sending,1
