Word,Frequency,Letters_Number,Unique_Letters_number,Difference,GPT4o-mini_IFCorrect,Tokens_Number,Tokens
phillipine,50177,10,6,4,0,4,ph ill ip ine
synthesize,621698,10,8,2,0,2,s ynthesize
nastase,52174,7,5,2,0,2,nast ase
dugard,21986,6,5,1,1,2,du gard
stentor,236032,7,6,1,0,2,st entor
kofu,18848,4,4,0,1,2,k ofu
linki,158715,5,4,1,1,2,link i
amnh,83779,4,4,0,1,2,am nh
gvanrossum,58785,10,9,1,0,4,g van ross um
ironing,2009586,7,5,2,0,2,ir oning
paraguayan,118479,10,7,3,0,3,par agu ayan
giornata,43877,8,7,1,1,2,gior nata
kuban,58069,5,5,0,1,2,kub an
unpleasantness,102064,14,8,6,0,3,un pleasant ness
traxx,240936,5,4,1,1,2,tr axx
apaches,105039,7,6,1,1,2,ap aches
puteri,28882,6,6,0,1,2,put eri
siders,82313,6,5,1,0,2,s iders
renderlistplugin,72995,16,11,5,0,3,render list plugin
edelbrock,218739,9,8,1,0,3,edel bro ck
guimaraes,71956,9,8,1,1,4,gu im ara es
britcaster,15702,10,8,2,0,2,brit caster
abhandlungen,31672,12,9,3,0,2,ab handlungen
cresskill,52855,9,7,2,1,3,c ress kill
gorlin,19906,6,6,0,1,2,gor lin
cavr,16489,4,4,0,1,2,c avr
barbiecom,43850,9,8,1,1,3,bar bie com
ociexecute,16097,10,7,3,0,3,oc iex ecute
bondies,50949,7,7,0,1,2,bond ies
acetabulum,46555,10,8,2,1,3,acet abul um
pacen,16773,5,5,0,1,2,pac en
fratricidal,18259,11,8,3,0,3,fr atric idal
garaging,52994,8,5,3,0,2,gar aging
cowling,241047,7,7,0,1,2,cow ling
zclv,13714,4,4,0,1,3,z cl v
mimura,24281,6,5,1,1,3,m im ura
wwwvictoriassecretcom,23239,21,11,10,0,5,www vict orias secret com
mifepristone,94589,12,10,2,0,5,m ife pr ist one
moonblue,13348,8,7,1,1,2,moon blue
vasarely,25647,8,7,1,0,3,vas are ly
nanking,283017,7,5,2,0,2,n anking
manhood,662829,7,6,1,0,2,man hood
voluntarily,2517597,11,10,1,1,3,vol unt arily
bangerter,21449,9,7,2,0,3,b anger ter
docdb,50029,5,4,1,1,2,doc db
fafsagov,31007,8,6,2,1,4,faf s ag ov
fgy,40642,3,3,0,1,2,f gy
advisor,25719984,7,7,0,1,1,advisor
xmlnode,80542,7,7,0,0,2,xml node
tupi,20777,4,4,0,1,2,t upi
vishing,28716,7,6,1,0,2,v ishing
dilg,13309,4,4,0,1,2,d ilg
thibaudet,17804,9,8,1,1,3,th iba udet
dicicco,28845,7,4,3,0,3,dic ic co
aikikai,43084,7,3,4,0,3,a ik ikai
bethea,67111,6,5,1,0,2,bet hea
tags,37732409,4,4,0,1,1,tags
lovett,564192,6,5,1,1,2,lov ett
ackman,21505,6,5,1,0,2,ack man
nicholsons,14865,10,7,3,0,3,nich ol sons
ackermann,176628,9,7,2,0,2,ack ermann
bodyrockers,154682,11,9,2,0,3,body rock ers
lehi,258466,4,4,0,1,2,le hi
daming,18125,6,6,0,1,2,d aming
inexplicable,400673,12,9,3,0,3,in exp licable
trhe,43846,4,4,0,1,2,tr he
calculi,247902,7,5,2,0,2,calcul i
columella,30644,9,7,2,0,3,col um ella
thmoas,13229,6,6,0,1,3,th mo as
astronomisches,16527,14,11,3,0,3,astr onom isches
spectaculars,111092,12,9,3,0,3,spect acular s
emmaus,279591,6,5,1,1,2,emma us
rathje,34156,6,6,0,1,3,r ath je
menuet,48966,6,5,1,1,2,menu et
wrenched,101882,8,7,1,0,3,w ren ched
visitante,27870,9,7,2,0,2,visit ante
pria,64748,4,4,0,1,2,pr ia
kingdomvatican,266242,14,11,3,0,5,king dom v atic an
pastores,30371,8,7,1,0,2,past ores
hephestus,14238,9,6,3,0,4,he ph est us
geschichte,763445,10,7,3,0,1,geschichte
geochelone,15753,10,7,3,0,4,ge oc hel one
flr,517704,3,3,0,1,2,fl r
moosejawoutpost,66540,15,10,5,0,5,mo ose jaw out post
tamaris,15669,7,6,1,1,3,t amar is
wonu,95417,4,4,0,1,2,won u
apeman,21550,6,5,1,1,2,ap eman
handwheel,38313,9,7,2,0,2,hand wheel
bonerz,16790,6,6,0,1,2,bon erz
mousy,46820,5,5,0,1,2,m ousy
baritone,840869,8,8,0,1,2,bar itone
photometers,28821,11,8,3,0,2,phot ometers
kray,90100,4,4,0,1,2,kr ay
lueneburg,20437,9,7,2,0,4,lu en eb urg
doremus,32626,7,7,0,1,3,d orem us
ametuer,103929,7,6,1,0,2,amet uer
zodb,527090,4,4,0,1,2,z odb
oogeo,12713,5,3,2,0,2,oog eo
backstop,131744,8,8,0,1,2,back stop
liebowitz,53762,9,8,1,0,3,lie bow itz
enddo,204177,5,4,1,1,2,end do
pont,926976,4,4,0,1,1,pont
xfrm,13048,4,4,0,1,2,x frm
supervising,1633723,11,9,2,0,3,super vis ing
schram,109880,6,6,0,1,2,sch ram
elexa,18828,5,4,1,0,3,e lex a
entner,13572,6,4,2,0,2,ent ner
ebihara,29895,7,6,1,1,3,eb ih ara
moltgage,33321,8,7,1,0,3,m olt gage
arcetri,24822,7,6,1,1,2,arc etri
defaultinit,23387,11,9,2,0,2,default init
neighing,17412,8,5,3,0,3,ne igh ing
hudkins,36073,7,7,0,1,2,hud kins
talls,43808,5,4,1,0,2,t alls
yaa,118783,3,2,1,0,1,yaa
struttin,30881,8,6,2,0,3,str utt in
hearse,246067,6,5,1,1,2,he arse
nrinfo,12765,6,5,1,0,2,nr info
kbackgammon,15766,11,8,3,0,4,k back gam mon
kinins,19382,6,4,2,1,2,kin ins
sidekick,1161100,8,6,2,0,2,side kick
mflags,20663,6,6,0,1,2,m flags
noix,21374,4,4,0,1,2,no ix
freechat,139207,8,7,1,1,2,free chat
ueberroth,23302,9,7,2,0,4,ue ber ro th
beserk,14979,6,5,1,0,2,bes erk
fruit,22767191,5,5,0,1,1,fruit
recap,2861982,5,5,0,0,2,rec ap
sexgirl,183544,7,7,0,1,2,sex girl
goalies,256714,7,7,0,1,2,goal ies
reciepes,14872,8,6,2,0,3,rec ie pes
shelbee,54605,7,5,2,0,3,s hel bee
folkalternative,28338,15,11,4,0,3,fol kal ternative
hidier,14741,6,5,1,0,2,hid ier
anatomically,237087,12,9,3,0,3,an atom ically
reclaimers,27503,10,8,2,1,3,re claim ers
bzw,170828,3,3,0,1,2,b zw
dped,256456,4,3,1,1,2,dp ed
gsar,23351,4,4,0,1,2,gs ar
ster,293130,4,4,0,1,1,ster
chromewaves,40841,11,10,1,0,3,chrom ew aves
pickles,833360,7,7,0,1,2,pick les
tagesspiegel,17635,12,8,4,0,3,tag ess piegel
bown,101403,4,4,0,1,2,b own
bodipedic,19500,9,7,2,0,3,bod ip edic
buddhism,3249137,8,7,1,0,4,b udd h ism
interntional,35989,12,8,4,0,3,inter nt ional
abraded,55869,7,5,2,1,2,abr aded
didi,205858,4,2,2,1,2,d idi
tiendas,151713,7,7,0,1,2,ti endas
thotlib,419832,7,6,1,1,3,th ot lib
nazmi,14128,5,5,0,1,2,naz mi
transm,69292,6,6,0,1,2,trans m
meadowvale,38708,10,8,2,1,3,me adow vale
schupp,40182,6,5,1,0,2,sch upp
cirrus,867450,6,5,1,1,2,cir rus
clapton,1722038,7,7,0,1,3,cl ap ton
undervotes,76105,10,9,1,0,3,und erv otes
idria,14336,5,4,1,1,2,id ria
immunosuppression,207520,17,9,8,0,5,im mun os upp ression
etive,25285,5,4,1,0,2,et ive
itss,66284,4,3,1,0,2,it ss
socceroos,68164,9,5,4,0,4,s occ ero os
corixa,34247,6,6,0,1,2,cor ixa
cfrc,26439,4,3,1,1,3,c fr c
ebayers,113034,7,6,1,1,2,eb ayers
cabc,12821,4,3,1,1,2,c abc
dynaloader,24903,10,8,2,0,3,dyn alo ader
sipphone,13273,8,7,1,0,2,sip phone
strehlow,14377,8,8,0,1,3,stre hl ow
hutchins,559548,8,7,1,0,3,h utch ins
aradhana,14998,8,5,3,0,3,ar adh ana
hann,206884,4,3,1,1,1,hann
furoate,25520,7,7,0,1,3,f uro ate
habang,13663,6,5,1,1,2,hab ang
chelford,14113,8,8,0,1,2,chel ford
curfman,26150,7,7,0,1,3,cur f man
provitamin,17220,10,9,1,0,3,pro vit amin
elfriede,37204,8,6,2,1,3,elf ri ede
mcardle,245344,7,7,0,1,3,m card le
silo,677145,4,4,0,1,2,s ilo
molex,379845,5,5,0,1,3,m ole x
isotachs,16551,8,7,1,0,3,is ot achs
applicaties,15546,11,8,3,0,3,app lic aties
interrater,29969,10,6,4,0,3,inter r ater
disconcertingly,20941,15,12,3,0,3,dis concert ingly
lsis,21001,4,3,1,1,2,ls is
wwwroadrunnercom,30985,16,10,6,0,5,www ro adr unner com
astern,88234,6,6,0,1,1,astern
backyard,4541081,8,7,1,1,2,back yard
eyeteeth,18475,8,4,4,0,3,ey ete eth
howrah,352678,6,5,1,0,2,how rah
teche,32597,5,4,1,1,2,te che
goederen,33520,8,6,2,0,2,go ederen
ambitions,1337349,9,8,1,0,2,amb itions
guerrini,22903,8,6,2,1,3,gu err ini
diekmann,28069,8,7,1,0,3,d iek mann
morado,17095,6,5,1,1,2,m orado
airpax,19720,6,5,1,1,3,air p ax
happend,316831,7,6,1,1,2,h append
pseries,295004,7,5,2,0,2,p series
linuxinsider,200368,12,9,3,0,3,linux ins ider
scuole,60266,6,6,0,1,3,sc u ole
amarylliss,43353,10,7,3,0,4,am ary ll iss
xlispstat,16278,9,7,2,0,3,xl isp stat
ethylamine,14385,10,9,1,0,2,ethyl amine
akki,14633,4,3,1,1,1,akki
dormy,22337,5,5,0,1,3,d orm y
huc,188106,3,3,0,1,2,h uc
tanle,18234,5,5,0,1,2,tan le
gallerycum,22223,10,9,1,0,2,gallery cum
biomagnification,13428,16,10,6,0,4,bi om agn ification
eang,80572,4,4,0,1,2,e ang
reines,25478,6,5,1,0,2,re ines
urtica,53080,6,6,0,1,2,urt ica
documentclass,46829,13,11,2,0,2,document class
forums,158410645,6,6,0,1,1,forums
fireweed,63640,8,6,2,0,2,fire weed
nermal,17319,6,6,0,1,3,n erm al
manuring,20553,8,7,1,1,2,man uring
hautnah,14097,7,5,2,1,2,haut nah
inligting,13205,9,5,4,0,3,in lig ting
appears,33068735,7,5,2,1,2,appe ars
paula,4650017,5,4,1,1,2,pa ula
pacsun,31057,6,6,0,1,3,p acs un
avert,767435,5,5,0,1,2,av ert
cuminblowjob,21540,12,10,2,0,5,c umin bl ow job
labate,13846,6,5,1,1,2,lab ate
latviski,79857,8,7,1,0,3,lat vis ki
bizblogs,14568,8,7,1,1,2,biz blogs
intota,19421,6,5,1,1,2,int ota
tingey,24761,6,6,0,1,2,ting ey
printout,831541,8,7,1,0,2,print out
myint,154455,5,5,0,1,2,my int
phmc,50933,4,4,0,1,2,ph mc
acomadation,63006,11,8,3,0,3,acom ad ation
hiba,22947,4,4,0,1,1,hiba
ladanyi,13717,7,6,1,0,2,lad anyi
wwwexpagecom,30991,12,9,3,1,4,www ex page com
electrica,51116,9,7,2,0,2,elect rica
centrica,103049,8,7,1,1,2,centr ica
karlos,26391,6,6,0,1,2,k arlos
cheng,2052211,5,5,0,1,1,cheng
soucek,15301,6,6,0,1,2,sou cek
imat,22119,4,4,0,1,1,imat
jobsin,22275,6,6,0,1,2,jobs in
selenocysteine,31965,14,9,5,0,4,selen oc yste ine
facom,73157,5,5,0,1,2,fac om
rebt,18802,4,4,0,1,2,re bt
emily,8497262,5,5,0,1,2,em ily
knes,15236,4,4,0,1,2,k nes
breeds,7068459,6,5,1,0,2,bre eds
googd,13526,5,3,2,0,2,goog d
srebotnik,14737,9,9,0,1,4,s re bot nik
benihana,70943,8,6,2,1,2,ben ihana
digiview,16085,8,6,2,0,3,dig iv iew
interceptor,787823,11,8,3,0,2,inter ceptor
farnhamville,16903,12,10,2,0,4,f arn ham ville
reassortment,14509,12,8,4,0,4,re ass ort ment
zinberg,13568,7,7,0,1,2,zin berg
trival,13129,6,6,0,1,2,tr ival
aqip,35690,4,4,0,1,2,aq ip
dkocher,282596,7,7,0,1,3,d ko cher
newsburton,18495,10,9,1,1,3,news bur ton
sandwiches,2892868,10,9,1,1,3,sand wich es
frede,46846,5,4,1,1,2,fre de
kopka,15199,5,4,1,1,2,kop ka
overzicht,170737,9,9,0,0,2,over zicht
rotti,24449,5,4,1,1,2,ro tti
sealable,80953,8,5,3,0,2,se alable
labrecque,36853,9,8,1,1,3,lab rec que
tronix,68454,6,6,0,1,2,tron ix
sadiq,122961,5,5,0,1,3,s adi q
kaffee,108492,6,4,2,0,2,ka ffee
sumti,30596,5,5,0,1,2,sum ti
symmetra,56278,8,7,1,0,3,sym met ra
billingshurst,45483,13,10,3,0,3,bill ings hurst
ansul,16067,5,5,0,1,2,ans ul
postcode,4656099,8,7,1,0,1,postcode
postions,73391,8,6,2,0,2,post ions
trophozoites,23749,12,9,3,0,5,t roph o zo ites
myst,770889,4,4,0,1,2,m yst
gidon,29777,5,5,0,1,2,gid on
selecciones,14515,11,7,4,0,2,sele cciones
arlines,48897,7,7,0,1,2,arl ines
inwo,18805,4,4,0,1,2,in wo
sparxx,77160,6,5,1,1,2,spar xx
cormorant,282299,9,7,2,1,4,c orm or ant
elvy,16496,4,4,0,1,2,el vy
asiamaya,40459,8,5,3,0,3,asi am aya
vaquero,67148,7,7,0,1,3,va qu ero
icmb,20023,4,4,0,1,2,ic mb
winbindd,26146,8,5,3,0,3,win bind d
trens,14026,5,5,0,1,2,tr ens
unnerves,14424,8,6,2,1,2,unn erves
annat,53865,5,3,2,1,2,ann at
busk,52025,4,4,0,1,2,bus k
axley,23027,5,5,0,1,2,ax ley
nongrant,15443,8,6,2,0,2,nong rant
avenida,568464,7,6,1,0,2,aven ida
limestone,2372437,9,8,1,0,2,lim estone
philippoussis,44632,13,7,6,0,4,phil ipp ouss is
bulverde,67975,8,7,1,0,2,bul verde
waterfronts,44445,11,9,2,0,3,water front s
sadistic,471896,8,6,2,0,2,sad istic
nelson,15060628,6,5,1,1,2,nel son
therry,16212,6,5,1,1,2,th erry
pensively,28533,9,8,1,0,2,pens ively
tehanu,22405,6,6,0,1,3,te h anu
macdougall,204196,10,8,2,1,4,mac dou g all
fritch,57385,6,6,0,1,3,f rit ch
hampering,168428,9,9,0,1,2,ham pering
surething,25412,9,9,0,1,2,sure thing
orbiting,554479,8,7,1,0,2,orbit ing
pacvia,17789,6,5,1,1,2,pac via
willich,17483,7,5,2,0,2,wil lich
cosmin,33027,6,6,0,1,2,cos min
gallerycoreapi,13589,14,10,4,0,3,gallery core api
capps,388670,5,4,1,1,2,c apps
arbo,32903,4,4,0,1,2,ar bo
leonetto,65976,8,5,3,0,3,le on etto
imperative,2618155,10,8,2,0,2,imper ative
wellesley,1240700,9,5,4,0,3,w elles ley
showbuzz,15316,8,7,1,0,2,show buzz
aermod,19267,6,6,0,1,3,a erm od
kozani,37282,6,6,0,1,2,koz ani
fumaric,28247,7,7,0,1,3,f umar ic
seagal,176106,6,5,1,1,2,se agal
thenceforth,63862,11,8,3,0,3,th ence forth
hostiles,32533,8,7,1,1,2,host iles
maccallum,93743,9,5,4,0,4,m acc all um
hydromax,15545,8,8,0,1,2,hyd romax
servizio,378978,8,7,1,0,2,serv izio
americas,8389582,8,7,1,1,2,amer icas
tylersville,13569,11,8,3,0,3,ty lers ville
ghat,73045,4,4,0,1,2,gh at
mestas,13629,6,5,1,1,2,m estas
rekindled,136039,9,7,2,0,3,rek ind led
satelite,925870,8,6,2,0,3,s atel ite
cryptosporidium,279461,15,11,4,0,4,crypt os por idium
alleviate,1640342,9,6,3,1,3,al lev iate
seaboard,501160,8,7,1,0,3,se abo ard
vitanet,231599,7,6,1,1,3,v itan et
gnats,527105,5,5,0,1,2,gn ats
manitowaning,15210,12,8,4,0,4,man it owan ing
pretende,23094,8,6,2,0,2,pret ende
djc,85344,3,3,0,1,2,d jc
cronulla,259450,8,7,1,0,2,cron ulla
getrequest,21749,10,7,3,0,2,get request
kannst,100385,6,5,1,0,3,k ann st
pftp,16882,4,3,1,1,2,p ftp
monisha,62702,7,7,0,1,2,mon isha
vendus,14582,6,6,0,1,2,vend us
gingerly,165571,8,7,1,1,3,ging er ly
euglena,43788,7,6,1,1,3,e ugl ena
orcp,13516,4,4,0,1,2,or cp
gethash,13090,7,6,1,0,2,get hash
oberth,12851,6,6,0,1,2,ober th
caudatus,22041,8,6,2,1,3,ca ud atus
opium,1330299,5,5,0,1,2,op ium
connectorized,24356,13,9,4,0,2,connector ized
tanji,18879,5,5,0,1,2,tan ji
annihilates,35374,11,8,3,0,4,ann ih il ates
ponderosa,521564,9,8,1,1,2,ponder osa
ceeb,29904,4,3,1,0,2,ce eb
phnl,20994,4,4,0,1,2,ph nl
josi,26298,4,4,0,1,2,j osi
hornsey,107307,7,7,0,1,2,horn sey
diastole,49564,8,8,0,1,3,di ast ole
bluemoon,179083,8,7,1,1,3,bl uem oon
terrel,36626,6,4,2,0,2,ter rel
rstes,26708,5,4,1,1,2,rst es
organizationally,86339,16,10,6,0,3,organiz ational ly
occupations,5980975,11,9,2,0,2,occup ations
ausgezogen,18452,10,8,2,0,2,aus gezogen
kassar,14523,6,4,2,1,2,k assar
enervating,21401,10,8,2,1,3,en erv ating
evaluatable,81297,11,7,4,0,2,evalu atable
mgj,69122,3,3,0,1,2,mg j
looe,135123,4,3,1,1,2,lo oe
inma,30767,4,4,0,1,2,in ma
solvable,282612,8,7,1,0,3,sol v able
caratunk,20044,8,7,1,1,3,car at unk
butoh,38293,5,5,0,1,2,but oh
harrassowitz,16674,12,9,3,1,4,h arr ass owitz
correlations,2193131,12,10,2,0,2,cor relations
uncool,147892,6,5,1,0,2,unc ool
hudnall,65152,7,6,1,0,3,hud n all
majoritarian,63744,12,8,4,0,2,major itarian
balma,16483,5,4,1,1,2,bal ma
aulis,33352,5,5,0,1,2,a ulis
isoid,28996,5,4,1,0,2,iso id
nije,57665,4,4,0,1,1,nije
tonge,104389,5,5,0,1,2,ton ge
meningioma,111148,10,7,3,0,3,men ingi oma
subjective,5068230,10,9,1,0,2,subject ive
caracters,19141,9,6,3,0,2,car acters
nmmu,24807,4,3,1,1,3,n mm u
wappinger,19741,9,8,1,0,3,w apping er
packrats,17828,8,7,1,1,2,pack rats
glucotrol,47047,9,7,2,0,4,gl uc ot rol
hillcrest,827097,9,8,1,1,2,hill crest
gandhian,45534,8,6,2,1,4,g and h ian
supertramp,276107,10,8,2,0,3,super tr amp
insley,32172,6,6,0,1,2,ins ley
mcbs,26558,4,4,0,1,2,mc bs
licola,13455,6,5,1,1,2,lic ola
chainsaw,1082641,8,7,1,0,2,chains aw
mlps,25452,4,4,0,1,2,ml ps
continu,176690,7,6,1,1,1,continu
janzen,166013,6,5,1,1,2,jan zen
ballasts,384703,8,5,3,1,2,ball asts
hexadecimal,849815,11,9,2,0,2,hex adecimal
unashamedly,77439,11,10,1,1,4,un ash amed ly
atencio,30098,7,7,0,0,2,at encio
invid,15398,5,4,1,0,2,in vid
baccus,57786,6,5,1,0,3,b acc us
bachman,397606,7,6,1,1,2,bach man
clipes,23334,6,6,0,1,2,cl ipes
parimutuel,26032,10,9,1,1,3,par imut uel
instar,137815,6,6,0,1,2,inst ar
atallah,32037,7,4,3,1,2,at allah
whizlabs,81570,8,8,0,1,3,wh iz labs
perscription,889926,12,9,3,0,2,pers cription
tunks,16637,5,5,0,1,2,t unks
paulsson,21308,8,7,1,1,3,pa ul sson
oldgold,21140,7,4,3,0,2,old gold
hijackfree,25171,10,9,1,1,4,h ij ack free
cmdbs,61364,5,5,0,1,3,cm db s
clusaz,65969,6,6,0,1,2,clus az
arnoch,15935,6,6,0,1,2,ar noch
inscribed,1082744,9,8,1,0,2,ins cribed
reprogramming,202126,13,9,4,0,3,re program ming
ischgl,60213,6,6,0,1,2,isch gl
fjola,60240,5,5,0,1,2,fj ola
lintas,15005,6,6,0,1,2,lint as
dsi,578890,3,3,0,1,2,d si
eindiatourism,16982,13,11,2,0,5,e indi at our ism
abrahamson,106722,10,8,2,0,3,ab raham son
gamesqueue,17980,10,7,3,0,2,games queue
coldfield,303364,9,7,2,0,2,cold field
winfield,1108967,8,7,1,0,2,win field
elytra,17690,6,6,0,1,2,ely tra
linz,787001,4,4,0,1,2,lin z
durazo,33289,6,6,0,1,2,dur azo
setubal,64145,7,7,0,1,2,set ubal
trampoline,940799,10,10,0,0,2,tr ampoline
sysrouted,155324,9,8,1,1,3,sys r outed
ofj,26597,3,3,0,1,2,of j
retentive,142050,9,6,3,0,3,ret ent ive
tablename,158053,9,7,2,0,1,tablename
sidoarjo,14231,8,7,1,0,4,s ido ar jo
fasion,64718,6,6,0,0,2,f asion
lodgings,814732,8,7,1,0,2,lod gings
sulfites,67032,8,7,1,0,3,s ulf ites
elijo,24587,5,5,0,1,2,el ijo
circumvents,55652,11,10,1,1,3,circ um vents
rma,1575379,3,3,0,1,2,r ma
clouet,39178,6,6,0,1,3,cl ou et
myofibrillar,18077,12,9,3,0,4,my of ibr illar
zecheezie,53731,9,5,4,0,3,ze chee zie
reachin,27350,7,7,0,1,2,reach in
falutin,16057,7,7,0,1,2,fal utin
habari,13516,6,5,1,1,2,hab ari
jsrs,34211,4,3,1,1,2,js rs
bridgman,144925,8,8,0,1,3,brid g man
fnmatch,28206,7,7,0,0,2,fn match
headliners,240488,10,9,1,0,2,head liners
winawer,15335,7,6,1,1,3,win aw er
jjmac,15088,5,4,1,1,2,jj mac
chimpanzee,432081,10,9,1,0,3,chimp anze e
gpnotebook,106257,10,8,2,0,3,gp not ebook
noviny,14577,6,5,1,1,2,nov iny
tvauthority,30229,11,9,2,0,4,t va uthor ity
kumaran,33807,7,6,1,1,2,kum aran
dobbyn,24898,6,5,1,1,3,d obb yn
wenge,56834,5,4,1,1,2,w enge
smartypants,129304,11,8,3,0,3,smart yp ants
vasters,78677,7,6,1,1,2,vas ters
putti,33619,5,4,1,1,2,put ti
fairlea,21720,7,6,1,1,2,fair lea
whampoa,61772,7,6,1,1,3,wh amp oa
steinway,226605,8,8,0,1,2,stein way
arenot,19099,6,6,0,1,2,aren ot
tokamak,175116,7,5,2,1,2,tok amak
komix,21301,5,5,0,1,2,kom ix
bely,25913,4,4,0,1,2,b ely
rootslink,18011,9,8,1,0,2,roots link
formate,208387,7,7,0,1,2,form ate
pitt,4112040,4,3,1,1,2,p itt
egrr,90494,4,3,1,1,3,e gr r
naila,21664,5,4,1,1,2,n aila
sprues,13674,6,5,1,0,2,spr ues
mvskip,161718,6,6,0,1,2,mv skip
liesse,13939,6,4,2,0,2,lies se
manias,29709,6,5,1,1,2,man ias
hilerio,13062,7,6,1,0,3,h iler io
loosley,25984,7,5,2,0,2,loos ley
bereskin,13043,8,7,1,0,3,ber es kin
duniphan,14836,8,7,1,1,4,d un ip han
rebalancing,172706,11,9,2,0,3,re bal ancing
barraco,12888,7,5,2,1,3,b arr aco
yuill,29825,5,4,1,1,2,yu ill
techo,53580,5,5,0,1,2,te cho
hanle,12719,5,5,0,1,2,han le
ssci,72891,4,3,1,1,2,ss ci
gamcare,20940,7,6,1,1,2,gam care
cesp,22826,4,4,0,1,2,ces p
etches,34335,6,5,1,0,2,etch es
vypress,40972,7,6,1,1,2,v ypress
dubravko,14752,8,8,0,1,3,dub rav ko
mcinerny,30472,8,7,1,1,4,m cin ern y
platanthera,23831,11,8,3,0,4,pl atan ther a
oscillates,89086,10,8,2,0,3,osc ill ates
headlinesrss,34668,12,9,3,0,3,head lines rss
mereau,14024,6,5,1,1,2,mere au
gittleman,48627,9,8,1,0,3,g ittle man
mixshow,13663,7,7,0,1,2,mix show
figuras,55587,7,7,0,1,2,fig uras
nuity,15650,5,5,0,1,2,nu ity
efco,14899,4,4,0,1,2,ef co
kunert,37104,6,6,0,1,2,kun ert
engle,505048,5,4,1,1,2,eng le
moosepad,13713,8,7,1,1,3,mo ose pad
kef,300574,3,3,0,1,2,k ef
harperchildrens,78016,15,11,4,0,4,har per child rens
plamen,74439,6,6,0,1,2,pl amen
humongous,244977,9,7,2,0,3,hum ong ous
movida,23673,6,6,0,1,2,mov ida
kasturi,41057,7,7,0,1,2,kast uri
camoin,13813,6,6,0,1,2,cam oin
traktor,191024,7,5,2,1,2,tr aktor
mallinger,13970,9,8,1,1,2,mall inger
dpth,25632,4,4,0,1,2,d pth
daunce,35711,6,6,0,1,2,da unce
everton,1173526,7,6,1,1,2,ever ton
placental,379752,9,7,2,0,2,plac ental
sandow,54950,6,6,0,1,2,sand ow
lensatic,23367,8,8,0,1,2,lens atic
banishes,33697,8,7,1,1,2,ban ishes
cryptically,34155,11,8,3,0,2,crypt ically
soulforce,43039,9,8,1,1,3,s oul force
egale,75078,5,4,1,1,2,eg ale
hydrol,30142,6,6,0,1,2,hyd rol
favoritas,68003,9,8,1,0,2,favor itas
enforcements,32330,12,9,3,0,3,en for cements
yamano,22744,6,5,1,0,2,yam ano
ratites,27837,7,6,1,0,2,rat ites
holdenville,41260,11,8,3,0,2,hold enville
interamericano,17880,14,9,5,0,2,inter americano
alth,21239,4,4,0,1,1,alth
joanie,232372,6,6,0,1,2,jo anie
rhun,16615,4,4,0,1,2,r hun
guarantee,39603838,9,7,2,0,3,gu arante e
carbomer,17147,8,7,1,1,3,car b omer
cenas,206891,5,5,0,1,2,c enas
ehab,58134,4,4,0,1,2,eh ab
tougas,19525,6,6,0,1,2,tou gas
spontaneously,1015714,13,10,3,0,3,sp ont aneously
innfeed,214296,7,5,2,0,2,inn feed
overtown,19261,8,7,1,1,3,o vert own
orphic,42168,6,6,0,1,1,orphic
slithery,27558,8,8,0,1,3,sl ith ery
postmodernists,30552,14,10,4,0,3,post modern ists
legislacion,17597,11,9,2,0,3,leg isl acion
winnowing,55624,9,5,4,0,3,w inn owing
yof,40308,3,3,0,1,2,y of
rosenbrock,13857,10,8,2,1,4,ros en bro ck
irdeto,74383,6,6,0,1,2,ird eto
wbcsd,85480,5,5,0,1,3,wb cs d
contai,15457,6,6,0,1,2,cont ai
iwasaki,128269,7,5,2,0,3,i was aki
bicester,241954,8,7,1,0,2,b icester
diving,11997559,6,5,1,0,2,div ing
historica,66117,9,8,1,0,2,histor ica
denytopicchange,120231,15,12,3,0,4,den yt opic change
polen,425625,5,5,0,1,2,pol en
kobold,134037,6,5,1,0,2,kob old
declareinputtext,13633,16,12,4,0,3,declare input text
dieet,76598,5,4,1,0,2,die et
bouckville,14558,10,9,1,0,3,bou ck ville
mikulski,167555,8,6,2,0,3,mik uls ki
csudh,48762,5,5,0,1,2,cs udh
rastervect,17015,10,7,3,0,3,r aster vect
weedeater,30794,9,6,3,0,3,we ede ater
pary,70647,4,4,0,1,2,par y
concentrations,8887519,14,9,5,0,3,con centr ations
pestis,146045,6,5,1,1,2,p estis
transcontinental,304992,16,10,6,0,2,trans continental
tilehurst,32378,9,8,1,1,2,tile hurst
lulumae,59932,7,5,2,0,3,lul uma e
brogdon,29205,7,6,1,0,3,b rog don
delamination,103913,12,9,3,0,2,del amination
trikone,26153,7,7,0,1,3,tr ik one
nelkin,17555,6,5,1,1,2,nel kin
catharton,96168,9,7,2,1,3,c ath arton
boli,69407,4,4,0,1,2,bol i
nonsmoker,48279,9,7,2,0,4,n ons m oker
coutts,218197,6,5,1,1,2,cout ts
monosodium,88789,10,7,3,0,3,mon os odium
rigueur,48446,7,5,2,1,2,rig ueur
cco,479944,3,2,1,1,1,cco
demonic,671684,7,7,0,0,2,d emonic
hetzler,17121,7,6,1,0,3,het z ler
pand,73623,4,4,0,1,1,pand
coupeville,82383,10,8,2,0,3,cou pe ville
hypericum,172172,9,9,0,1,2,hyper icum
budweiser,699747,9,8,1,0,3,bud we iser
