Word,Frequency,Letters_Number,Unique_Letters_number,Difference,Tokens_Number,Tokens_gpt4o-mini,GPT4o-mini_IFCorrect,GPT4o_IFCorrect,LlaMa3.1-8B_IFCorrect,Gemma2-9B_IFCorrect,Mixtral-7B_IFCorrect
abrahamson,106722,10,8,2,3,ab raham son,0,1,0,0,0
gamesqueue,17980,10,7,3,2,games queue,0,0,0,0,0
coldfield,303364,9,7,2,2,cold field,0,1,0,0,0
winfield,1108967,8,7,1,2,win field,0,1,0,1,0
elytra,17690,6,6,0,2,ely tra,1,1,1,0,0
linz,787001,4,4,0,2,lin z,1,1,1,1,0
durazo,33289,6,6,0,2,dur azo,1,1,1,1,1
setubal,64145,7,7,0,3,set ub al,1,1,1,1,0
trampoline,940799,10,10,0,2,tr ampoline,0,1,0,0,0
sysrouted,155324,9,8,1,3,sys r outed,1,0,0,0,0
ofj,26597,3,3,0,2,of j,1,1,1,1,0
retentive,142050,9,6,3,3,ret ent ive,0,1,0,0,0
tablename,158053,9,7,2,1,tablename,0,0,0,0,0
sidoarjo,14231,8,7,1,4,s ido ar jo,0,1,1,0,0
fasion,64718,6,6,0,2,fas ion,0,1,1,1,1
lodgings,814732,8,7,1,2,lod gings,0,1,0,0,0
sulfites,67032,8,7,1,3,s ulf ites,0,1,0,0,1
elijo,24587,5,5,0,2,el ijo,1,1,1,0,0
circumvents,55652,11,10,1,3,circ um vents,1,1,0,0,0
rma,1575379,3,3,0,2,r ma,1,1,1,1,1
clouet,39178,6,6,0,3,cl ou et,1,1,1,1,0
myofibrillar,18077,12,9,3,5,my of ibr ill ar,0,1,0,0,0
zecheezie,53731,9,5,4,4,ze che ez ie,0,0,0,0,0
reachin,27350,7,7,0,2,reach in,1,1,1,0,0
falutin,16057,7,7,0,3,fal ut in,1,1,0,0,1
habari,13516,6,5,1,2,hab ari,1,1,0,1,0
jsrs,34211,4,3,1,2,js rs,1,1,0,1,0
bridgman,144925,8,8,0,3,brid g man,1,1,1,1,1
fnmatch,28206,7,7,0,2,fn match,0,1,0,1,0
headliners,240488,10,9,1,3,head lin ers,0,1,0,1,0
winawer,15335,7,6,1,3,win aw er,1,0,0,0,1
jjmac,15088,5,4,1,2,jj mac,1,1,0,1,1
chimpanzee,432081,10,9,1,3,ch impan zee,0,1,1,0,0
gpnotebook,106257,10,8,2,3,gp note book,0,0,0,0,0
noviny,14577,6,5,1,2,nov iny,1,1,0,0,0
tvauthority,30229,11,9,2,2,tv authority,0,0,0,0,0
kumaran,33807,7,6,1,3,k um aran,1,1,0,1,0
dobbyn,24898,6,5,1,3,d obby n,1,1,0,0,0
wenge,56834,5,4,1,2,w enge,1,1,0,1,0
smartypants,129304,11,8,3,3,smart yp ants,0,1,0,0,0
vasters,78677,7,6,1,2,v asters,1,1,0,1,0
putti,33619,5,4,1,2,put ti,1,1,0,0,0
fairlea,21720,7,6,1,2,fair lea,1,1,0,1,0
whampoa,61772,7,6,1,3,wh amp oa,1,1,0,0,0
steinway,226605,8,8,0,2,stein way,1,1,1,0,0
arenot,19099,6,6,0,2,are not,1,1,0,0,0
tokamak,175116,7,5,2,3,tok am ak,1,1,0,0,0
komix,21301,5,5,0,2,kom ix,1,1,1,1,1
bely,25913,4,4,0,2,b ely,1,1,1,1,0
rootslink,18011,9,8,1,2,roots link,0,1,0,0,0
formate,208387,7,7,0,2,form ate,1,1,1,0,0
pitt,4112040,4,3,1,2,p itt,1,1,0,0,0
egrr,90494,4,3,1,2,eg rr,1,1,1,0,0
naila,21664,5,4,1,3,n ail a,1,1,0,1,1
sprues,13674,6,5,1,2,spr ues,0,1,0,0,1
mvskip,161718,6,6,0,2,mv skip,1,1,1,1,1
liesse,13939,6,4,2,2,lies se,0,1,1,0,0
manias,29709,6,5,1,2,man ias,1,1,1,0,1
hilerio,13062,7,6,1,3,h iler io,0,1,1,0,0
loosley,25984,7,5,2,3,lo os ley,0,1,0,0,0
bereskin,13043,8,7,1,3,ber es kin,0,1,0,0,1
duniphan,14836,8,7,1,4,d un ip han,1,1,0,0,0
rebalancing,172706,11,9,2,3,re bal ancing,0,1,0,0,0
barraco,12888,7,5,2,3,b arr aco,1,1,1,0,0
yuill,29825,5,4,1,2,yu ill,1,1,0,0,0
techo,53580,5,5,0,2,te cho,1,1,1,1,1
hanle,12719,5,5,0,2,han le,1,1,0,1,0
ssci,72891,4,3,1,2,ss ci,1,1,0,1,0
gamcare,20940,7,6,1,2,gam care,1,1,0,0,0
cesp,22826,4,4,0,2,ces p,1,1,1,0,0
etches,34335,6,5,1,2,etch es,0,1,0,1,1
vypress,40972,7,6,1,2,v ypress,1,1,0,0,0
dubravko,14752,8,8,0,5,d ub r av ko,1,1,1,0,1
mcinerny,30472,8,7,1,4,mc in ern y,1,1,0,0,0
platanthera,23831,11,8,3,4,pl atan ther a,0,1,0,0,0
oscillates,89086,10,8,2,3,osc ill ates,0,0,0,0,0
headlinesrss,34668,12,9,3,3,head lines rss,0,0,0,0,0
mereau,14024,6,5,1,2,mere au,1,1,1,1,0
gittleman,48627,9,8,1,3,g ittle man,0,1,0,0,0
mixshow,13663,7,7,0,2,mix show,1,1,1,1,0
figuras,55587,7,7,0,2,fig uras,1,1,1,1,0
nuity,15650,5,5,0,2,nu ity,1,1,1,0,1
efco,14899,4,4,0,2,ef co,1,1,1,1,1
kunert,37104,6,6,0,3,k un ert,1,1,1,1,1
engle,505048,5,4,1,2,eng le,1,1,0,0,0
moosepad,13713,8,7,1,3,mo ose pad,1,1,0,1,1
kef,300574,3,3,0,2,ke f,1,1,1,0,0
harperchildrens,78016,15,11,4,4,har per children s,0,0,0,0,0
plamen,74439,6,6,0,2,pl amen,1,1,1,1,1
humongous,244977,9,7,2,3,hum ong ous,0,1,0,0,0
movida,23673,6,6,0,2,mov ida,1,1,1,0,0
kasturi,41057,7,7,0,3,k ast uri,1,1,1,1,1
camoin,13813,6,6,0,2,cam oin,1,1,1,1,1
traktor,191024,7,5,2,3,tr akt or,1,1,0,0,0
mallinger,13970,9,8,1,2,mall inger,1,1,0,0,1
dpth,25632,4,4,0,2,d pth,1,1,1,1,1
daunce,35711,6,6,0,2,da unce,1,1,1,1,0
everton,1173526,7,6,1,2,ever ton,1,1,0,0,1
placental,379752,9,7,2,3,pl ac ental,0,1,0,1,1
sandow,54950,6,6,0,2,sand ow,1,1,1,0,0
lensatic,23367,8,8,0,3,l ens atic,1,1,1,0,0
banishes,33697,8,7,1,2,ban ishes,1,1,0,0,0
cryptically,34155,11,8,3,2,crypt ically,0,1,0,0,0
soulforce,43039,9,8,1,3,s oul force,1,1,0,0,1
egale,75078,5,4,1,2,eg ale,1,1,0,1,1
hydrol,30142,6,6,0,3,hy d rol,1,1,1,0,0
favoritas,68003,9,8,1,2,favor itas,0,1,1,1,0
enforcements,32330,12,9,3,2,en forcements,0,1,0,0,0
yamano,22744,6,5,1,3,y am ano,0,1,0,0,0
ratites,27837,7,6,1,2,rat ites,0,1,1,0,0
holdenville,41260,11,8,3,2,hold enville,0,0,0,0,0
interamericano,17880,14,9,5,4,inter am eric ano,0,0,0,0,0
alth,21239,4,4,0,1,alth,1,1,1,0,0
joanie,232372,6,6,0,2,jo anie,1,1,1,0,0
rhun,16615,4,4,0,2,rh un,1,1,1,1,1
guarantee,39603838,9,7,2,3,gu ar antee,0,1,0,0,0
carbomer,17147,8,7,1,3,car b omer,1,1,0,0,0
cenas,206891,5,5,0,2,c enas,1,1,1,0,0
ehab,58134,4,4,0,2,eh ab,1,1,1,0,0
tougas,19525,6,6,0,3,t ou gas,1,1,1,0,1
spontaneously,1015714,13,10,3,3,sp ont aneously,0,0,0,0,0
innfeed,214296,7,5,2,2,inn feed,0,0,0,0,0
overtown,19261,8,7,1,3,o vert own,1,1,0,0,0
orphic,42168,6,6,0,1,orphic,1,1,1,1,1
slithery,27558,8,8,0,3,sl ith ery,1,1,1,0,0
postmodernists,30552,14,10,4,3,post modern ists,0,0,0,0,0
legislacion,17597,11,9,2,3,leg isl acion,0,1,0,0,0
winnowing,55624,9,5,4,3,win now ing,0,0,0,0,0
yof,40308,3,3,0,2,y of,1,1,1,1,0
rosenbrock,13857,10,8,2,4,ros en bro ck,1,0,0,0,0
irdeto,74383,6,6,0,2,ird eto,1,1,1,0,1
wbcsd,85480,5,5,0,3,wb cs d,1,1,1,1,1
contai,15457,6,6,0,2,cont ai,1,1,1,1,1
iwasaki,128269,7,5,2,3,i was aki,0,1,0,0,0
bicester,241954,8,7,1,2,b icester,0,1,0,0,0
diving,11997559,6,5,1,2,div ing,0,1,0,1,1
historica,66117,9,8,1,2,histor ica,0,1,0,0,0
denytopicchange,120231,15,12,3,3,deny topic change,0,0,0,0,0
polen,425625,5,5,0,2,pol en,1,1,1,1,1
kobold,134037,6,5,1,3,k ob old,0,0,0,1,0
declareinputtext,13633,16,12,4,3,declare input text,0,0,0,0,0
dieet,76598,5,4,1,2,die et,0,1,1,0,1
bouckville,14558,10,9,1,4,b ou ck ville,0,1,0,0,0
mikulski,167555,8,6,2,4,m ik ul ski,0,1,0,0,0
csudh,48762,5,5,0,3,cs ud h,1,1,1,1,1
rastervect,17015,10,7,3,4,r ast erv ect,0,1,0,0,0
weedeater,30794,9,6,3,3,we ede ater,0,1,0,0,0
pary,70647,4,4,0,2,p ary,1,1,1,1,0
concentrations,8887519,14,9,5,4,con cent r ations,0,0,0,0,0
pestis,146045,6,5,1,2,pest is,1,1,0,0,0
transcontinental,304992,16,10,6,2,trans continental,0,0,0,0,0
tilehurst,32378,9,8,1,2,tile hurst,1,1,0,0,1
lulumae,59932,7,5,2,3,l ulum ae,0,0,0,1,1
brogdon,29205,7,6,1,3,b rog don,0,1,0,1,0
delamination,103913,12,9,3,2,del amination,0,1,0,0,0
trikone,26153,7,7,0,3,tr ik one,1,1,1,0,1
nelkin,17555,6,5,1,2,nel kin,1,1,0,0,0
catharton,96168,9,7,2,3,c ath arton,1,1,1,0,0
boli,69407,4,4,0,2,b oli,1,1,1,0,1
nonsmoker,48279,9,7,2,4,n ons m oker,0,1,0,0,0
coutts,218197,6,5,1,2,cout ts,1,1,0,0,0
monosodium,88789,10,7,3,3,mon os odium,0,1,0,0,0
rigueur,48446,7,5,2,2,rig ueur,1,1,0,0,0
cco,479944,3,2,1,1,cco,1,1,0,1,1
demonic,671684,7,7,0,2,d emonic,0,1,1,1,0
hetzler,17121,7,6,1,3,het z ler,0,1,0,0,0
pand,73623,4,4,0,2,p and,1,1,1,0,0
coupeville,82383,10,8,2,3,cou pe ville,0,0,0,0,0
hypericum,172172,9,9,0,2,hyper icum,1,1,0,0,1
budweiser,699747,9,8,1,3,bud we iser,0,1,0,1,0
infotique,46786,9,8,1,3,inf ot ique,0,1,0,0,0
marcl,29677,5,5,0,2,mar cl,1,1,1,1,0
khonnor,14481,7,5,2,3,kh onn or,1,0,1,0,0
barbi,148709,5,4,1,2,bar bi,1,1,0,0,1
angb,26372,4,4,0,2,ang b,1,1,1,1,1
pesah,22844,5,5,0,2,pes ah,1,1,1,1,1
profesionals,36396,12,10,2,3,prof esion als,0,1,0,0,0
conifers,284601,8,8,0,2,con ifers,1,1,1,0,0
veste,22440,5,4,1,2,vest e,1,1,0,1,1
vieste,19043,6,5,1,2,vi este,0,1,0,0,0
bennets,20762,7,5,2,3,b enn ets,1,1,1,0,0
repodata,30853,8,7,1,2,rep odata,0,0,0,0,0
cawston,60440,7,7,0,3,c aw ston,1,1,1,1,0
ihtml,20356,5,5,0,2,i html,1,1,1,1,0
socastee,20316,8,6,2,3,soc ast ee,0,0,0,0,0
splendor,1183490,8,8,0,2,spl endor,1,1,1,0,0
fourxm,55069,6,6,0,2,four xm,1,1,1,0,0
portex,20009,6,6,0,2,port ex,1,1,1,0,1
saeta,71217,5,4,1,2,sa eta,1,1,1,1,1
susieq,39894,6,5,1,3,sus ie q,1,1,0,1,0
agglomerations,65556,14,11,3,3,ag glomer ations,0,0,0,0,0
genetics,12285353,8,7,1,2,gen etics,0,1,0,1,1
hdq,12922,3,3,0,2,hd q,1,1,1,1,1
rockcliffe,32585,10,8,2,2,rock cliffe,0,1,0,0,0
khara,24181,5,4,1,2,kh ara,1,1,0,1,0
coining,120415,7,5,2,2,co ining,0,1,0,0,0
cacks,32499,5,4,1,2,c acks,1,1,0,0,0
himanshu,60567,8,7,1,3,him ans hu,1,1,0,0,0
filippo,324605,7,5,2,2,fil ippo,0,0,0,0,0
ffice,137816,5,4,1,2,ff ice,1,1,0,0,0
uriel,128475,5,5,0,2,uri el,1,1,1,0,1
jdn,19031,3,3,0,2,j dn,1,1,1,0,0
hqx,40345,3,3,0,2,hq x,1,1,1,1,0
featherlight,13822,12,9,3,3,fe ather light,0,0,0,0,0
clingendael,22605,11,8,3,3,cling end ael,0,0,0,0,0
possible,123311561,8,7,1,1,possible,0,1,0,0,0
overbooked,65793,10,7,3,3,over book ed,0,1,0,0,0
shenstone,24193,9,6,3,3,sh en stone,0,0,0,0,0
smx,186225,3,3,0,2,sm x,1,1,1,1,1
spennemann,16134,10,6,4,3,sp enn emann,0,0,0,0,0
utorrent,46297,8,6,2,2,utor rent,0,0,0,0,0
fluffer,35314,7,5,2,2,fl uffer,0,1,0,0,0
ihatespam,16914,9,8,1,4,ih ates p am,1,1,0,0,0
blacklock,42664,9,6,3,2,black lock,0,1,0,0,0
headwear,826002,8,6,2,2,head wear,0,0,0,0,0
koenderink,14924,10,7,3,3,ko ender ink,0,1,0,0,0
joma,57702,4,4,0,2,j oma,1,1,1,0,1
nealson,15122,7,6,1,3,ne al son,1,1,0,0,0
troubador,51844,9,7,2,3,tr oub ador,1,1,0,0,0
heitmeier,13991,9,6,3,3,heit me ier,0,0,0,0,0
wago,29051,4,4,0,2,w ago,1,1,1,1,1
soic,535872,4,4,0,2,so ic,1,1,1,0,1
myisamchk,50580,9,8,1,4,my is am chk,0,1,0,0,0
inserts,3606774,7,6,1,2,insert s,1,1,0,0,0
nonpermanent,15823,12,8,4,2,non permanent,0,0,0,0,0
sportivo,46422,8,7,1,2,sport ivo,1,1,0,0,1
bookmatched,16880,11,10,1,2,book matched,0,1,0,0,0
kutztown,201991,8,7,1,3,k utzt own,0,1,0,1,0
lsearch,26702,7,7,0,2,l search,1,1,1,1,0
tim,26111466,3,3,0,1,tim,1,1,1,1,1
actividad,90217,9,6,3,2,activ idad,0,0,0,0,0
rossett,36791,7,5,2,2,ros sett,0,1,0,0,0
zq,266321,2,2,0,2,z q,1,1,1,0,0
regalia,278447,7,6,1,2,reg alia,1,1,1,1,0
entomologist,185791,12,9,3,3,ent om ologist,0,0,0,0,0
jentai,13655,6,6,0,2,j entai,1,1,1,1,1
sheringham,128355,10,9,1,3,sh ering ham,0,1,0,1,0
agcc,38411,4,3,1,2,ag cc,1,1,1,0,1
libtemplate,12732,11,8,3,2,lib template,0,0,0,0,0
lton,23437,4,4,0,2,l ton,1,1,1,1,1
domainnames,30414,11,8,3,2,domain names,0,1,0,0,0
creels,18436,6,5,1,2,cre els,0,1,0,0,0
sportfanatik,23282,12,10,2,4,sport fan at ik,1,1,0,0,0
gazzetta,50129,8,5,3,3,g azz etta,0,1,0,0,0
getvalue,275024,8,7,1,2,get value,0,0,0,0,0
sadr,593032,4,4,0,2,s adr,1,1,1,1,1
entm,17217,4,4,0,2,ent m,1,1,1,1,0
iiis,48148,4,2,2,2,ii is,0,1,0,1,1
hotspurs,28965,8,7,1,3,hot sp urs,1,1,1,0,0
xoxide,33948,6,5,1,2,x oxide,0,0,0,0,0
equal,34832354,5,5,0,1,equal,1,1,1,1,0
greasy,863561,6,6,0,2,gre asy,1,1,1,0,0
capitals,1941886,8,7,1,2,cap itals,0,1,0,0,0
dowries,21704,7,7,0,3,d ow ries,1,1,1,0,0
sayi,16273,4,4,0,2,say i,1,1,1,1,0
fileserver,132317,10,7,3,2,file server,0,0,0,0,0
noticeablenails,14643,15,10,5,4,notice ab len ails,0,1,0,0,0
seigo,38943,5,5,0,2,se igo,1,1,1,0,1
limousine,4007578,9,8,1,3,lim ous ine,0,1,0,0,0
omnisource,18730,10,9,1,3,om nis ource,1,1,0,0,1
narraciones,22535,11,8,3,3,n arr aciones,0,1,0,0,1
lesli,44318,5,4,1,2,les li,1,1,0,1,0
suntv,97611,5,5,0,3,s unt v,1,1,1,1,1
plays,21753930,5,5,0,1,plays,1,1,1,0,1
expansions,1071558,10,8,2,3,exp ans ions,0,1,0,0,0
empiredirect,34225,12,8,4,3,emp ired irect,0,0,0,0,0
earthwalk,75995,9,8,1,2,earth walk,1,1,0,0,0
istomin,20484,7,6,1,2,ist omin,0,1,0,1,0
synchronizer,236968,12,10,2,3,s ynchron izer,0,1,0,0,0
bunji,19335,5,5,0,3,b un ji,1,1,1,1,1
famose,19687,6,6,0,3,f am ose,1,1,1,0,1
undercurrents,95066,13,8,5,3,under current s,0,1,0,0,0
tvss,52578,4,3,1,2,tv ss,0,1,1,0,0
playerid,13291,8,8,0,2,player id,1,1,1,1,0
tenner,126528,6,4,2,2,ten ner,1,0,0,1,0
icse,68822,4,4,0,2,ic se,1,1,1,1,0
frequency,29808486,9,8,1,1,frequency,0,0,0,0,0
talyllyn,15582,8,5,3,3,tal yl lyn,0,0,0,0,0
roots,12609370,5,4,1,1,roots,0,1,0,1,0
touchstones,53807,11,8,3,2,touch stones,0,1,0,0,0
cruncher,123343,8,6,2,3,cr unch er,0,1,0,0,0
artis,394835,5,5,0,2,art is,1,1,1,0,0
churchfield,18674,11,9,2,2,church field,0,1,0,0,1
wilding,147320,7,6,1,2,wild ing,0,1,0,1,0
wachten,16012,7,7,0,2,w achten,1,1,1,1,0
ffordd,141540,6,4,2,3,ff ord d,0,0,0,0,0
karpaty,13321,7,6,1,3,kar pat y,0,1,0,1,0
carcks,27884,6,5,1,2,car cks,1,1,0,0,1
participles,76975,11,9,2,3,part icip les,0,1,0,0,0
hartridge,14499,9,8,1,2,har tridge,1,1,0,1,0
msta,24558,4,4,0,2,m sta,1,1,1,1,1
kaufen,751151,6,6,0,2,ka ufen,1,1,0,1,1
lavey,62377,5,5,0,3,l ave y,1,1,1,0,0
leis,360584,4,4,0,2,le is,1,1,1,0,0
espys,316221,5,4,1,2,esp ys,1,1,0,1,0
sovereignly,14686,11,10,1,4,so vere ign ly,0,1,0,0,0
vader,1392214,5,5,0,2,v ader,1,1,1,1,0
jesterxl,20982,8,7,1,3,j ester xl,0,1,0,0,0
provident,578089,9,9,0,3,pro vid ent,1,1,0,0,0
knackered,88800,9,7,2,3,kn acker ed,0,1,0,0,0
assistant,34719060,9,5,4,1,assistant,0,0,0,0,0
fireant,45545,7,7,0,2,fire ant,1,1,1,0,0
hossa,82313,5,4,1,2,h ossa,0,1,0,0,0
ffer,14615,4,3,1,1,ffer,1,1,0,0,0
fforde,83531,6,5,1,2,ff orde,1,1,0,0,0
womankind,43614,9,8,1,3,w om ankind,1,1,0,1,0
chich,23184,5,3,2,2,ch ich,1,1,0,0,0
sodales,17470,7,6,1,3,s od ales,1,1,0,0,0
printerfriendly,42309,15,10,5,2,printer friendly,0,0,0,0,0
freewayblogger,13201,14,10,4,4,fre eway b logger,0,0,0,0,0
goolye,25420,6,5,1,3,g ool ye,1,1,1,1,1
foggoa,12713,6,4,2,4,f og go a,1,1,0,0,0
audrain,66947,7,6,1,2,aud rain,1,1,0,0,1
pottew,27259,6,5,1,3,p ott ew,1,1,1,0,0
nusphere,18990,8,7,1,3,n us phere,0,1,0,0,0
artichoke,637213,9,9,0,3,art ich oke,0,1,1,1,0
shinto,264912,6,6,0,2,sh into,1,1,1,1,1
afbf,18001,4,3,1,2,af bf,1,1,0,1,0
saanichton,66367,10,8,2,4,sa an icht on,1,1,1,0,0
generations,7219639,11,9,2,2,gener ations,1,0,0,1,0
hansboro,18342,8,7,1,3,h ans boro,1,1,0,1,1
klassische,42762,10,8,2,2,klass ische,0,0,0,0,0
fluidized,175854,9,7,2,2,fluid ized,0,1,0,0,0
maste,28541,5,5,0,2,m aste,1,1,1,1,0
sharh,26954,5,4,1,3,sh ar h,1,1,0,1,0
dcia,19046,4,4,0,2,dc ia,1,1,1,1,0
bawdrie,27972,7,7,0,4,b aw d rie,1,1,1,0,0
gret,83638,4,4,0,2,g ret,1,1,1,0,0
hannibal,997696,8,6,2,3,h ann ibal,1,1,1,0,0
dishonored,114136,10,8,2,3,dish on ored,0,1,0,0,0
pomare,89208,6,6,0,3,p om are,1,1,1,0,1
soultec,17947,7,7,0,3,s oul tec,1,1,1,0,0
techenclave,76417,11,8,3,3,te chen clave,0,1,0,0,0
sexists,12779,7,5,2,2,sex ists,0,0,0,0,0
libkonq,17778,7,7,0,3,lib kon q,1,1,1,1,1
kulmbach,14074,8,8,0,3,kul mb ach,1,1,0,0,0
aguas,161745,5,4,1,2,agu as,1,1,0,1,1
dominum,59488,7,6,1,3,dom in um,0,1,0,0,0
trivially,240655,9,7,2,3,tr ivial ly,0,1,0,0,0
priceline,1421297,9,7,2,3,pr ic eline,0,1,0,0,0
netflex,14986,7,6,1,2,net flex,0,1,0,1,1
terrorvision,24269,12,8,4,2,terror vision,0,0,0,0,0
varbinary,23754,9,7,2,2,var binary,0,1,0,0,0
resourcelinks,23518,13,10,3,4,res our cel inks,0,0,0,0,0
annuus,35684,6,4,2,3,ann u us,0,1,0,0,0
musicxpc,65761,8,7,1,3,music x pc,0,1,0,0,0
dvdscelebrity,18175,13,11,2,5,dv ds cele br ity,0,1,0,0,1
ayckbourn,30316,9,9,0,4,ay ck b ourn,1,1,1,1,0
leske,26248,5,4,1,2,les ke,0,1,0,1,0
spathe,15515,6,6,0,2,sp athe,1,1,1,1,1
cadena,123857,6,5,1,1,cadena,1,1,0,1,0
besplatne,13086,9,8,1,3,bes plat ne,1,1,0,0,0
imageobserver,18877,13,10,3,2,image observer,0,0,0,0,0
gmdss,67871,5,4,1,3,g md ss,0,1,1,0,0
babblers,35830,8,6,2,2,bab blers,0,0,0,0,0
englishlanguage,71608,15,9,6,2,english language,0,0,0,0,0
carrageenan,79735,11,6,5,4,c arr age enan,0,1,1,0,0
zajonc,16360,6,6,0,4,z aj on c,1,1,1,1,1
ensim,243332,5,5,0,2,ens im,1,1,1,1,0
hinesburg,48307,9,9,0,3,h ines burg,1,1,0,0,0
oklahoman,159670,9,7,2,3,ok lah oman,0,1,0,0,0
pesotum,15820,7,7,0,3,pes ot um,1,1,1,1,1
cinar,19725,5,5,0,2,c inar,1,1,1,1,1
frfa,17926,4,3,1,2,fr fa,0,1,0,0,0
abstracts,7148233,9,6,3,2,abstract s,1,0,0,0,0
moorishgirl,41120,11,8,3,4,mo or ish girl,0,1,0,0,0
pounamu,19760,7,6,1,3,p oun amu,1,1,0,0,0
emjoi,62968,5,5,0,3,em j oi,1,1,1,1,1
firewall,12387228,8,7,1,2,fire wall,0,1,0,0,0
musix,101470,5,5,0,2,mus ix,1,1,1,0,1
icones,52643,6,6,0,2,icon es,1,1,1,0,1
bartolini,55002,9,8,1,2,bart olini,0,1,0,0,0
cirebon,18583,7,7,0,3,c ire bon,1,1,0,0,0
freelanced,20382,10,8,2,3,fre el anced,0,1,0,0,0
turbid,122383,6,6,0,3,t urb id,1,1,1,1,1
phenobarbital,270886,13,11,2,4,phen obar b ital,0,1,0,0,0
publicity,6185967,9,8,1,2,public ity,1,1,0,0,0
cromartyshire,30895,13,11,2,4,c rom arty shire,0,1,0,0,0
digitalkameras,26518,14,11,3,4,digit alk am eras,0,0,0,0,0
krispies,72865,8,6,2,3,k ris pies,0,1,0,0,0
zuber,92783,5,5,0,2,z uber,1,1,1,1,0
energy,117451031,6,5,1,1,energy,1,1,0,1,1
widecombe,13607,9,8,1,2,wide combe,0,1,0,0,0
cgrady,30894,6,6,0,3,c grad y,1,1,1,1,1
complextype,96810,11,9,2,2,complex type,0,0,0,0,0
wales,29821525,5,5,0,2,w ales,1,1,1,0,0
falcone,241851,7,7,0,3,f alcon e,1,1,1,1,1
clickonce,112176,9,7,2,2,click once,0,0,0,0,0
stationwagon,19660,12,8,4,2,station wagon,0,1,0,0,0
huib,20054,4,4,0,2,hu ib,1,1,1,0,0
paylines,16935,8,8,0,2,pay lines,1,1,1,1,0
niaid,273988,5,4,1,2,nia id,0,1,0,1,0
babol,15205,5,4,1,2,bab ol,1,1,0,1,0
kinsey,768538,6,6,0,2,kin sey,1,1,1,1,0
ejaculation,9454899,11,10,1,3,ej ac ulation,1,1,0,1,0
almeno,53935,6,6,0,2,al meno,1,1,1,0,0
colonized,297955,9,8,1,2,colon ized,1,1,0,1,0
legerdemain,43191,11,9,2,4,le ger dem ain,0,1,0,0,0
octreotide,87815,10,7,3,3,oct re otide,0,0,0,0,0
cleanses,198768,8,6,2,3,cle ans es,0,1,0,0,0
sacnas,14514,6,4,2,3,s ac nas,0,1,0,1,0
yst,107914,3,3,0,1,yst,1,1,1,1,0
hostbaby,192813,8,7,1,2,host baby,0,0,0,0,0
goohole,12712,7,5,2,3,go oh ole,0,0,0,0,0
cadro,17381,5,5,0,2,cad ro,1,1,1,1,1
thiers,65566,6,6,0,2,th iers,1,1,1,0,1
reial,24274,5,5,0,2,re ial,1,1,1,0,0
cbreak,13473,6,6,0,2,cb reak,1,1,1,1,1
incx,86425,4,4,0,2,inc x,1,1,0,1,1
contested,1607211,9,7,2,2,cont ested,0,1,0,0,0
christoffersen,38713,14,10,4,3,christ offers en,0,1,0,0,0
videoseven,115177,10,7,3,3,vide ose ven,0,0,0,0,0
balamb,20112,6,4,2,2,bal amb,0,1,0,0,0
radially,207644,8,6,2,2,rad ially,0,1,0,0,0
aebn,108615,4,4,0,3,a eb n,1,1,1,1,1
boil,2422265,4,4,0,2,bo il,1,1,1,0,0
alexandrescu,19261,12,10,2,4,alex and res cu,0,1,1,0,0
supervalu,148784,9,8,1,3,sup erval u,1,1,0,0,0
chelly,70597,6,5,1,2,ch elly,1,1,0,0,0
seitan,36164,6,6,0,2,se itan,1,1,1,0,0
liam,1794042,4,4,0,2,li am,1,1,1,0,0
exercices,152079,9,6,3,3,ex erc ices,0,1,0,0,0
souvenirs,1954524,9,8,1,4,s ou ven irs,1,1,0,0,0
unwinding,188520,9,6,3,3,un w inding,0,0,0,0,0
shannons,17627,8,5,3,3,sh ann ons,0,1,0,0,0
conveyancing,734395,12,9,3,3,con vey ancing,0,1,0,0,0
dachstein,24058,9,9,0,3,d ach stein,1,1,1,0,0
priebe,48474,6,5,1,3,p rie be,0,1,0,0,0
artistas,588803,8,5,3,2,artist as,0,1,0,0,0
yoked,71366,5,5,0,2,y oked,1,1,1,1,1
fumie,15837,5,5,0,3,f um ie,1,1,1,0,1
jiwa,16683,4,4,0,2,ji wa,1,1,1,0,1
visiprise,53239,9,6,3,3,vis ip rise,0,0,0,0,0
furbish,20684,7,7,0,3,f urb ish,1,1,1,1,1
maschinenfabrik,23168,15,12,3,5,mas ch inen fab rik,0,1,0,0,0
reprogram,131509,9,7,2,2,re program,0,1,0,0,0
dmsp,131671,4,4,0,2,d msp,1,1,1,1,1
fuzzed,30036,6,5,1,3,f uzz ed,0,1,0,0,0
fabuland,16011,8,7,1,3,fab ul and,1,1,0,1,1
nightmarish,174255,11,9,2,3,night mar ish,0,1,0,0,0
gaga,231181,4,2,2,2,g aga,1,1,1,1,1
maritimo,59119,8,6,2,3,mar it imo,0,1,0,0,0
nccusl,30331,6,5,1,4,n cc us l,1,1,0,1,0
wantlist,92004,8,7,1,2,want list,0,1,0,0,0
webcamx,52714,7,7,0,3,web cam x,1,1,1,1,0
hydroxyproline,78386,14,11,3,4,hydro xy pro line,0,1,0,0,0
arabella,328763,8,5,3,2,ar abella,1,1,0,0,0
lajja,12800,5,3,2,3,l aj ja,1,1,0,0,0
zihuatanejo,180579,11,10,1,5,z ih uat ane jo,0,0,0,0,0
